Unnamed: 0,discussion,is_moderator,response
123," ''(Got to type this quick, I'm supposed to be at work here)'' However the IRB doesn't use the words as this page does state that ""the term ""gouging"" is not used in the IRB's laws or regulations"" Which suggests it isn't really commonname unless the papers get a hold of it and blow it all out of proportion (as they so often do)  ",0.0,"3

The comment seems to be challenging the use of a term (""gouging"") in"
124, August 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
125,Survey,0.0,Comment: I think it's important to remember that not everyone has the same access to resources. Some
126,It means that the  template is part of a discussion to use it in place of another template. The message alerts editors of any page where that template is used of the ongoing discussion. —'''''' ,0.0,1
127,"Credit too, to all the great candidates, their noms and of course the !voters.  ",0.0,1
128," You may be '''blocked from editing without further warning''' the next time you violate Wikipedia's biographies of living persons policy by inserting unsourced or poorly sourced defamatory or otherwise controversial content into an article or any other Wikipedia page, as you did  at V. K. Sasikala. ",0.0,1
129,"It's quite possible that a building in the Scots Baronial Style may have been asked for, but looking at the photo tells me that it wasn't provided.   This building does not look anything like traditional Scots Baronial:  where are the corner turrets? where is the general Scottish feel?  This looks more like an imitation of an English Cotswold manor, mixed in with some Tudorbethan half timbering.  It's very pretty, but it's not Scots Baronial.  ",0.0,1
130,Principal component analysis ,0.0,1
131,I'd be fine with that.  ,0.0,1
132, Things to consider ,0.0,1
133,"Oh, I had no idea! American and British English differences#Punctuation makes no mention of any of this. A pretty good site about British English punctuation is this one by Larry Trask of the University of Sussex. I am British, and it makes sense to me. Is there a good site describing American usage?
""The Mayflower first arrived in Massachusetts in October 1620, after a long voyage."" For me, this comma can be either preset or absent, with a very subtle difference in meaning. The unmarked sentence would omit the comma. Adding it makes the following words feel a bit more like an afterthought.
""The murder occurred on October 31 that year, around 11:00 at night."" I need that comma, but I wouldn't need one in ""The murder occurred on October 31 that year at around 11:00 at night."" It feels as if the ellipsis makes it necessary.
""... the August 2005 landfall..."". A comma is surely impossible here, as ""August 2005"" is an adjective phrase qualifying landfall - nothing parenthetical about it. (By the way, that sentence needs ""because of"" instead of ""due to"".)
That's a beautiful example of a garden path sentence, but ""The cotton, clothes are made of, grows in Mississippi."" ... really? Good is ""The cotton ''that'' clothes are made of grows in Mississippi."" (Forty years ago a British student would have been told to write ""The cotton of which clothes are made grows in Mississippi."", but that feels quite stilted now.) In British English, no comma is possible here.
 ",0.0,1
134," Hello, I'm . I wanted to let you know that one or more of  to Heavy metal music has been undone because it did not appear constructive. If you would like to experiment, please use the sandbox. If you think I made a mistake, or if you have any questions, you can leave me a message on .    
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
135,"Wait a sec, how about merging the article into Occupation of Poland (1939–1945)? Is this really WP:NOTE?   ",0.0,1
136,"Whether it is ''correct'' to call this device a ''tremolo arm'' or ''tremolo bar'' has been discussed at some length, both at Wikipedia and elsewhere.
If you wish to rename the article, WP:RM is the place to go. It's not an uncontroversial move to say the least.  ",0.0,1
137,"At this time, this article has no third party reliable sources explaining the notability of this person. It is written in a glowing advertising style, referenced only by self-published web sites. Are there any neutral external third party sources that could be used as sources for an article? ",0.0,1
138,I would argue the contrary.  ,0.0,1
139,This page should not be speedily deleted because... (We are a work in progress and I would like to have our presence on Wikipedia.org.  I do not understand why we are immediately deleted.  I will remove all links if that is what it takes to ensure our presence. )  ,0.0,"Comment: ""This page should not be speedily deleted because... (We are a work in progress"
140," Please refrain from making test edits in Wikipedia pages,  even if you intend to fix them later. Your edits have been reverted. If you would like to experiment again, please use the sandbox. Thank you. –  
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
141,"""Inferus"" is latin for ""hell""! I can't believe I forgot that one. There's a poster in my bathroom that uses the phrase ""ex inferus"" (it's from some obscure rock band). *smacks head* Anyway, that seems to meet your pattern theory and sounds even more like a quote or motto. Like: ""Although we are in the depths of hell, we behold with the eyes of angels.""Eh? )",0.0,1
142," Welcome to Wikipedia. Everyone is welcome to make constructive contributions to Wikipedia, but at least one of your recent edits, such as the one you made to Bronchiolitis obliterans organizing pneumonia, did not appear to be constructive and has been '''automatically reverted''' (undone) by .
 Please use the sandbox for any test edits you would like to make, and take a look at the welcome page to learn more about contributing to this encyclopedia. Note that human editors do monitor recent changes to Wikipedia articles, and administrators have the ability to block users from editing if they repeatedly engage in vandalism.
 ClueBot NG produces very few , but it does happen. If you believe the change you made should not have been detected as unconstructive, please , [ report it here], remove this warning from your talk page, and then make the edit again.
 The following is the log entry regarding this warning: Bronchiolitis obliterans organizing pneumonia was changed by    ANN scored at 0.951397 on 2011-01-07T13:50:18+00:00 . Thank you.   ",0.0,1
143," Please refrain from making nonconstructive edits to Wikipedia, as you did at Prime minister with this edit. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Administrators have the ability to block users from editing if they repeatedly engage in vandalism. Thank you.  ",0.0,"3

The comment is informative and provides guidance on appropriate behavior. However, it could be perceived"
144,"Title 26 of the US Code says ""corporate officers"" are liable to pay income tax.  Title 26 does not define the term.  Does anyone know which particular ""corporate officers"" have the tax liability?  Perhaps it is defined in an earlier version of the Tax Code.",0.0,1
145, March 2013 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
146,"Thanks for the response. Unfortunately being able to register does not necessarily mean the username is ""approved"". The software only checks for simple issues like username similarity but not complex ones like policy conformity. As mentioned above, your username doesn't follow our policy and must be changed. It should represent only yourself as an individual, not a group.  [ ]",0.0,1
147,That's not how consensus works. Just because you're bored doesn't mean you can determine the outcome of a content dispute. Hopefully WP:DRN can help.   ,0.0,"Comment: ""That's not how consensus works. Just because you're bored doesn't mean you can"
148,Designation Claim,0.0,"Comment: ""This is just another example of how the system is rigged against us. The rich get"
149," Hello, and welcome to Wikipedia. Although everyone is welcome to contribute to Wikipedia, at least one of , such as the one you made to Grape, did not appear to be constructive and has been reverted or removed. Please use the sandbox for any test edits you would like to make, and read the welcome page to learn more about contributing constructively to this encyclopedia. The reverted edit can be found here. ",0.0,1
150,Hi! Perhaps you could add yourself (i.e. your user page) to Category:Wikipedians in Norway?,0.0,1
151," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to Varun Dhawan has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Varun Dhawan was changed by    ANN scored at 0.960663 on 2017-06-01T17:35:31+00:00 .
Thank you.   ",0.0,1
152,"According to ""Business Dictionary"" at {http://www.businessdictionary.com/definition/physical-market.html}, (1) a physical market is ""a commodity market where purchasers actually buy the commodities, as opposed to the futures market, where they buy and sell the right to purchase commodities at a future date"". The following words were underlined in the previous quote: market, purchasers, buy, commodities, futures market, sell, right, and purchase. Using the same source, (2) a futures market is a ""Market in which participants can buy and sell commodities and their future delivery contracts. A futures market provides a medium for the complementary activities of hedging and speculation, necessary for dampening wild fluctuations in the prices caused by gluts and shortages."" The following words were underlined in the previous quote: Market, participants, buy, sell, commodities, delivery, contracts, provides, activities, hedging, speculation, fluctuations, prices, gluts, and shortages. I claim without citation that in common American vernacular ""Futures market"" is heard on the news more often than ""Prediction market"". Does anyone dispute this claim or need citation from a scientific survey concerning what is common vernacular? I had never heard the term Prediction market used until I looked for the definition of futures market and this Prediction market Wikipedia article appeared as an option. Why is this article titled Prediction market instead of Futures market? Which of the two phrases, ""predictive market"" and ""futures market"" is more useful?  I propose that this article's title be changed to ""Futures market"" unless there is a difference because of an English, the nation, difference or an objection that the phrase Prediction market is used more often in society than the phrase Futures market.  ",0.0,"1

The comment is requesting clarification and suggesting a change in terminology based on their understanding of common"
153," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to Italian folk dance has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Italian folk dance was changed by    ANN scored at 0.8575 on 2016-01-12T03:04:58+00:00 .
Thank you.   ",0.0,1
154,In general we disclose ''only'' material verified in reliable sources. We do not reveal private details.  ,0.0,1
155, Sources for expansion ,0.0,"Intervene level: 1

Explanation: The comment ""Sources for expansion"" is"
156,":''This review is transcluded from Talk:Elias Abraham Rosenberg/GA1. The edit link for this section can be used to add comments to the review.''
'''Reviewer:'''   '''·''' 

Hi, I will reveiw this article shortly. Best,  ",0.0,1
157,Your edits to Total Nonstop Action Wrestling roster,0.0,1
158, March 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
159," Hello, I'm . I wanted to let you know that one or more of  to Sari Gelin has been undone because it did not appear constructive. If you would like to experiment, please use the sandbox. If you think I made a mistake, or if you have any questions, you can leave me a message on . Thanks.  []
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
160," Please refrain from making unconstructive edits to Wikipedia, as you did at Elijah Wood. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Repeated vandalism can result in the loss of editing privileges.    ",0.0,3
161," Welcome to Wikipedia. Although everyone is welcome to contribute to Wikipedia, at least one of , such as the one you made to First Council of Nicaea, did not appear to be constructive and has been reverted or removed. Please use the sandbox for any test edits you would like to make, and read the welcome page to learn more about contributing constructively to this encyclopedia. The reverted edit can be found here. Thank you. ",0.0,1
162," Please do not delete or edit legitimate talk page comments.  Such edits are disruptive and appear to be vandalism. If you would like to experiment, please use the sandbox. Thank you.  ",0.0,"3

This comment is a warning to another user about inappropriate behavior. While it is important to"
163, External links modified ,0.0,1
164,"Hiya, the signatures are authentic, they were signed to be as autographs which I scanned in as image files, but if they could be used for fraud then by all means delete them. Thanks )
 ",0.0,1
165,"'''Welcome!'''
Hello, Sheetalasingh, and welcome to Wikipedia! Thank you for . I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
Tutorial
How to edit a page and How to develop articles
How to create your first article (using the Article Wizard if you wish)
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your messages on discussion pages using four tildes (~~~~); this will automatically insert your username and the date. If you need help, check out Wikipedia:Questions, ask me on , or ask your question on this page and then place {{helpme}} before the question. Again, welcome! 
 ",0.0,1
166," Please stop. If you continue to vandalize Wikipedia, as you did to Rhinoceros, you will be blocked from editing.  
''If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.''",0.0,1
167,The ∞ symbol works for me both in Firefox and IE.  ,0.0,1
168, clipping after projection from 3d to 2d ,0.0,1
169,I'm starting to get the impression that you would like to sever the relationship in real life as well as on Wikipedia(?)  | ,0.0,"3

This comment seems to be a response to a previous discussion that may have been contentious or"
170,"It's true that at time of writing YM has not had that much onwiki activity since 19 November. So it's ''possible'' there may be more input in future. I think a certain reluctance to wait comes from the past failure to discuss, which leads some people to have low expectations of much input even when he is more active. The ""I have no intention of flaming"" comment  above  does nothing to suggest those expectations are incorrect. But the RFC could easily remain open for a few days more before doing something else. I've made a specific request to YM to respond to one of the Outside Views - let's see how that goes.  ",0.0,1
171,"Consensus on this page is not to delete this informaton, and assuming so is willfully removing sourced info from a wikipedia page. Your edits have been deleted by multiple editors, and you are now in violation of WP:3RR. I ask you again, as I did on your talk page, to revert your last edits which push you over the WP:3RR limit as a sign of good faith.  ",0.0,"3

The comment is confrontational and authoritative, which could escalate the tension in the discussion."
172,"Then at least should we call thing by its name. We should not include any opinion if its not representative as a whole. It's very, very misleading and inaccurate to portray a '''personal opinion of a single man''' as relevant to the '''position of the whole country''', even more when that opinion was dismissed by a more representative organism. It doesn't matter how authoritative a senator can be on the subject, if his arguments where dismissed by the reviewers and disregarded as to not even be worth of discussion at a parliament (which it IS representative of Argentina''''s position'''), then its by no means relevant to Argentina's position. Who are you to say its relevant when our very parliament says it isn't? Who is more representative of a country position, you, a sole senator, or a reviewer commission of a parliament? (plus its not notable, had not any media coverage less it be international coverage. it's there because its an official archive, primary source. anything submitted gets archived, there are email hoaxes and even wikipedia copy&paste; among other shameful things on the Congress archive). Giving undue weight is not NPOV.  ",0.0,"3

The comment is confrontational and challenges the credibility of the previous commenter. While it is"
173," Hello, I'm . I wanted to let you know that I reverted one of  —the one you made with this edit to Percy Spencer— because it didn’t appear constructive to me. If you think I made a mistake, or if you have any questions, you can leave me a message on . Thanks. 
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
174, September 2010 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
175, Your submission at Articles for creation ,0.0,1
176," Please do not remove content or templates from pages on Wikipedia, as you did to MT Educare,(Mahesh Tutorials) with this edit, without giving a valid reason for the removal in the edit summary. Your content removal does not appear constructive and has been reverted. Please make use of the sandbox if you'd like to experiment with test edits. Thank you. —''''''''''  ",0.0,"3

The comment is informative and provides guidance to the user about the proper use of Wikipedia and"
177," Please refrain from making unconstructive edits to Wikipedia, as you did at Euouae. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox.    (talk to others)",0.0,1
178,"""the further West the less Easterly one would consider part of the region""
um. right. ",0.0,1
179, April 2010 ,0.0,"Comment:
""This is just another example of how the government is trying to control our lives"
180," Please refrain from making unconstructive edits to Wikipedia, as you did with this edit to Cute (disambiguation). Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Repeated vandalism can result in the loss of editing privileges. Thank you.  ",0.0,3
181,"&gt; I would probably put money on the assumption that you are a very young person.

True, but really, I am just voicing what my parents think here.

&gt;My only input I would find important would be to advise you to carry on with an open mind about what you really want out of life, because it will change drastically over the next short time. 

Well my parents are old and they value money a lot too. I don't think that will change.",0.0,"3

The comment thread seems to be on the edge of being constructive and potentially condescending."
182,That rhetorical figure is known as ''apophasis''. —,0.0,1
183," Hello, I'm . An edit that you recently made to Facebook seemed to be a test and has been removed. If you want more practice editing, please use the sandbox. If you think a mistake was made, or if you have any questions, you can leave me a message on . Thanks!  ",0.0,1
184,And I am removing similar information for exactly the same reason.  ,0.0,1
185, You and me ,0.0,"Comment: You and me

Previous Comment: ""I can't believe you're defending this."
186," Please refrain from making unconstructive edits to Wikipedia, as you did with this edit to the page Darmstadtium. Such edits constitute defacement and are reverted. Please do not continue to make unconstructive edits to pages; use the sandbox for testing. Thank you.   ",0.0,1
187," Please refrain from making test edits in Wikipedia pages, such as those you made to Steel with this edit, even if you intend to fix them later.  Such edits appear to be vandalism and have been reverted.  If you would like to experiment again, please use the sandbox. Thank you.  ",0.0,1
188,'''Strongly oppose''' all goals of this RFC for reasons similar to those given by chaos5023. The NPOV goal of Wikipedia should not be abandoned on some topics because a majority of editors want to push a non-neutral point of view.  ,0.0,1
189,"Well just to take two, who says CMR is ""very much a counterculture"" and what exact culture is it counter to? And how do I know (or you for that matter) that the ""impact of [CMR] continues to steadily increase""? What if I decide to change it to say ""steadily ''decrease''""? My version would be just as verifiably true as yours, right? Why not say it's nowhere near as good as it was in the old days? That's why we end up looking to the guidelines to learn how other people have handled such problems in the past.  ",0.0,1
190,"Hello, Amryose16, and welcome to Wikipedia! Thank you for . I hope you like the place and decide to stay. Unfortunately, one or more of your edits  have not conformed to Wikipedia's '''verifiability policy''', and have been reverted. Wikipedia articles should refer only to facts and interpretations that have been stated in print or on reputable websites or other forms of media. Always remember to provide a reliable source for quotations and for any material that is likely to be challenged, or it may be removed. Wikipedia also has a related policy against including original research in articles.
If you are stuck and looking for help, please see the guide for citing sources or come to the '''new contributors' help page''', where experienced Wikipedians can answer any queries you have! Or, you can just type '''''' on your user page, and someone will show up shortly to answer your questions. Here are a few other good links for newcomers:
 The five pillars of Wikipedia
 How to edit a page
 Help pages
 Tutorial
 How to write a great article
 Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you have any questions, check out Wikipedia:Where to ask a question or ask me on .  Again, welcome! 
   '''·''' ",0.0,1
191," Hello, I'm . Wikipedia is written by people who have a wide diversity of opinions, but we try hard to make sure articles have a neutral point of view. Your recent edit  seemed less than neutral to me, so I removed it for now. If you think I made a mistake, or if you have any questions, you can leave me a message on . Thank you.   ",0.0,1
192,"Well, I would say--",0.0,1
193,IS THERE A LIST FOR RACIST-AMERICANS WHERE RACIALLY MOTIVATED PEOPLE COULD HAVE THEIR NAMES LISTED REGARDLESS OF THEIR ETHNIC OR NATIONAL ORIGIN?,0.0,"4

The comment is provocative and could potentially incite further divisive or racist comments. It is"
194, October 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
195," Your recent edits seem to have the appearance of edit warring  after a review of the reverts you have made on Ordinary people. Users are expected to collaborate and discuss with others and avoid editing disruptively.
Please be particularly aware, the three-revert rule states that:
 '''Making more than three reversions on a single page within a 24-hour period is almost always grounds for an immediate block.'''
 '''Do not edit war even if you believe you are right.'''
If you find yourself in an editing dispute, use the article's talk page to discuss the changes; work towards a version that represents consensus among editors. You can post a request for help at an appropriate noticeboard or seek dispute resolution. In some cases it may be appropriate to request temporary page protection. If you engage in an edit war, you '''may be blocked from editing without further notice.'''  
''If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,3
196,"Ricardo, where you previously had asserted that ""confusion"" exists, you changed to the content-free weasel-worded statement ""Due to the spawning of different, often closely related meanings of the term palette in computing and in lack of standard nomenclature, some other concepts are frequently assumed and/or used instead along technical literature.""  If there's any meaning in this, it would come from sources that support the alleged ""spawning"", or the ""frequently assumed"" claim, or to the mentioned ""technical literature.""  I'm not going to allow you make such assertions here without a source, when no such statement is necessary.  You're in a section titled ""Related terms and technologies.""  You can say what needs to be said about related terms and technologies, and alternative meanings, without vague reference to any spawning process, or frequent assumptions, or unspecified technical literature.  If there's something to be said by way of introduction, this is not it.  I'll try to edit in an alternative.  ",0.0,"3

This comment is critical and confrontational, but it is also specific and constructive. The"
197," Please refrain from making unconstructive edits to Wikipedia, as you did at Sleep with this edit. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Thank you.  [  |  ] ",0.0,1
198," Please refrain from making unconstructive edits to Wikipedia, as you did at Paul Gray (American musician). Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Thank you.  ",0.0,1
199, Change of name? ,0.0,"Intervene level: 1

Explanation: The comment is a question and does not"
200,Lets put this up for peer-review... go to the help desk for procedure. We need a GA attempt before Christmas. ,0.0,1
201," Hello, I'm . I have automatically detected that your edit to Prevention of Seditious Meetings Act may have broken the syntax by modifying 1 ""()""s. If you have, don't worry: just [ edit the page] again to fix it. If I misunderstood what happened, or if you have any questions, you can leave a message on my operator's talk page.
List of unpaired brackets remaining on the page:
Fahim was born in Orangi Town, Karachi, Pakistan. He works in ICM International Contract Management.
It's OK to remove this message. Also, to stop receiving these messages, follow . Thanks,  ",0.0,1
202,"Per ' explantion in the Game of Thrones (season 7) revert, it was not fully aired, as is no longer available. Therefore not making this the official airing, regardless of the fact it was partially released.  —   ",0.0,1
203,"No I can't read Japanese. This link that you used as your source provides screenshots of the Ferrari F1. I don't see how posted screenshots will tell fans, ""hey these cars are coming in update X""  ",0.0,1
204,"Speaking of the salary comparison, I don't think its that relevant to deserve a spot in the main body, as Di Biase wasn't accused of raising his own salary or anything. Hazel McCallion makes close to as much and Don Cousens is close, and nobody has ever raised a complaint about that. It can probably go in trivia or something once the article gets big enough. ",0.0,1
205,"If you just copy it, no. But if you use it at a basis for a map that may omit certain of its information and add information from other maps, I don't see how you could be challenged on copyright. I think it's best to use information from, say, three or more maps, and then cite them on the image page. Referring to several maps is also a good way to offset any idiosyncrasies in individual maps.  ",0.0,1
206,And check out the nested eggs at the end of  ... ,0.0,1
207," Hello, I'm . I wanted to let you know that I reverted one of  —the one you made with this edit to Beef Wellington— because it didn’t appear constructive to me. If you think I made a mistake, or if you have any questions, you can leave me a message on . Thanks.  
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
208, Which photoshoot? ,0.0,1
209," '''Welcome to Wikipedia.''' Everyone is welcome to contribute constructively to the encyclopedia. However, the username you have chosen ''(Wardrobechoice)'' seems to imply that you are editing on behalf of a group, company or website.
There are two issues with this:
 '''It is possible that you have a conflict of interest.''' In keeping with Wikipedia's neutral point of view policy, you must exercise great caution when editing on topics related to your organization.
 '''Your account cannot represent a group of people.''' You may wish to create a new account with a username that represents only you. Alternatively, you may consider changing your username to avoid giving the impression that your personal account is being used for promotional purposes.
Regardless of whether you change your name or create a new account, '''''you are not exempted''''' from the guideline to avoid editing where you have a conflict of interest. For information on how to contribute to Wikipedia when you have a conflict of interest, please see our frequently asked questions for organizations.The article in question is Wardrobe choice‎. Thank you.
 —",0.0,1
210," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to Pinus radiata has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Pinus radiata was changed by    ANN scored at 0.957707 on 2014-03-19T09:45:54+00:00 . Thank you.   ",0.0,1
211,"I've added the Korean names.  I'm not used to Hangul, so I hope I got the transcriptions correct! ",0.0,1
212,"Regardless of what you mean, it definitely ''appears'' that you want the 'gotcha' situation. It's obviously your choice on whether to actually back off or not, but I'm just making sure you see what the perception from the outside is. Perception, in some ways, is the only thing that actually matters. If readers really would like to know more, there are links above for them to follow; I don't think we need subsequent commenting here.  ] [majestic titan]",0.0,"3

The comment seems to be a response to a previous comment that may have been confrontational"
213,can anyone verify that this game will be multiplayer or that hunter makes an appearance?  —Preceding unsigned comment added by    ,0.0,1
214,"Perhaps not everyone should be mentioned in List of Czechs as it would result in flattened mirror of Category:Czech people.
I'd created page about Nápravník because he was born in nearby village and I am trying to cover this location. ",0.0,1
215, Interested in Collaborating on Updates ,0.0,"Intervene level: 1

Explanation: The comment is neutral and shows interest in"
216,"What have I said to suggest such a conclusion?
On the contrary, we '''now''' use 1755 Lisbon earthquake; and you propose adding 1356 Basel earthquake. We should do neither; both forms are inconvenient, long, and unnecessarily disambiguated.   ",0.0,1
217, Articles for Creation/Redirects ,0.0,1
218,"Indeed, that is correct.  ",0.0,1
219," Please refrain from making unconstructive edits to Wikipedia, as you did at Kansas Jayhawks. Your edits appear to constitute vandalism and have been '''automatically''' reverted.
 If you would like to experiment, please use the sandbox. Note that human editors do monitor recent changes to Wikipedia articles, and administrators have the ability to block users from editing if they repeatedly engage in vandalism.
 ClueBot NG produces very few , but it does happen. If you believe the change you made should not have been detected as unconstructive, please , [ report it here], remove this warning from your talk page, and then make the edit again.
 The following is the log entry regarding this warning: Kansas Jayhawks was changed by    ANN scored at 0.949085 on 2011-03-22T18:19:56+00:00 . Thank you.   ",0.0,1
220,"Is Jib (village) not on your watchlist? The discussion on Shahin not being a travel book occurred there and given your involvement in editing that article, I assumed you saw it. If you did not and I am mistaken, I will repeat for your benefit now that Shahin's book is not a travel guide. Since you don't have a copy of it and you have no sources that claim that it is a travel guide, on what basis are you challenging Shahin's expertise (or lack thereof)? Your claim remains simply a claim and your refusal to include the information is therefore not based on policy, but simply your stubborn refusal to give voice to an alternate POV, which violates WP:NPOV. Given that this is pattern with you, as I said, I have no reason to WP:AGF.",0.0,"3

Reasoning: The comment is confrontational and accuses another user of violating Wikipedia policies."
221,"It seems weird to have the Super-Adaptoid and Norman Osborn on the Avengers Template, but not Scarlet Witch or Hawkeye or Vision. And criterion for inclusion wouldn't have to be particularly subjective - you could just look at who's been in the most Avengers comics other than the 5 originals + Cap.  ",0.0,1
222,thank you both. I couldn't find anything. Going to bed. And I am confused about numbers etc.. ,0.0,1
223,", I have been doing a bit of cleaning up, using my limited sources. Could you take a look and point out or tag the areas that are problematic so that we can fix them. If you have any useful content to add for which you can cite references or  any suggestions for reliable references that are accessible, please feel welcome to either add them directly, or if you feel there may be a conflict of interests, add them to this talk page, and if appropriate I will add them myself as I have no COI. Cheers • • •  ",0.0,1
224,"It is grandstanding to give a disproportionate amount of space to a person's views, or a category of views (I note you didn't replace the ""Controversy"" section with both the ""Criticism"" and ""Praise"" sections, just the ""Criticism"" section). Johann Hari, for instance, is not an historian and was writing for a low-circulation newspaper (less than quarter of a million), yet his comments got several paragraphs and block quotes. If someone's comments are particularly pertinent, for instance if they are an eminent historian who engaged in a high profile public debate with Ferguson on some or other issue, then by all means elaborate appropriately, but it seems to me that your criteria for handing out space are not based on the relevance or interest of their views, but on how much they agree with your own.  ",0.0,"3

This comment is critical of the previous comment and the actions of the person it refers to"
225,"Also, regarding the Spliced article... please state on the talk page, Talk:Spliced (TV series), why you think the information should stay. You and I are involved in a content dispute, and it's important that you voice your opinion in such a case. Ten Pound Hammer,  and a clue-bat • ",0.0,"3

The comment is requesting another user to voice their opinion on a content dispute on a talk"
226, Completely unrelated to Wikipedia ,0.0,"Intervene level: 1

Reasoning: The comment seems to be a standalone"
227," Hello, I'm . I wanted to let you know that I undid one of , such as the one you made to Neil Armstrong, because it didn’t appear constructive to me. If you think I made a mistake, or if you have any questions, you can leave me a message on . Thanks,  ",0.0,1
228," Please refrain from making unconstructive edits to Wikipedia, as you did at Crossroads College Preparatory School. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Thank you.  
''If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,3
229,"On 17 May, 2007, '''Did you know?''' was updated with a fact from the article '''''München-Nürnberg-Express''''', which you created or substantially expanded. If you know of another interesting fact from a recently created article, then please suggest it on the Did you know? talk page.   ",0.0,1
230,"Welcome to Wikipedia. Although everyone is welcome to contribute constructively to the encyclopedia, your addition of one or more external links to the page Woodhorn (Museum) has been reverted.Your edit here to Woodhorn (Museum) was reverted by an automated bot that attempts to remove links which are discouraged per our external links guideline.  The external link(s) you added or changed (http://www.woodhornnarrowgaugerailway.weebly.com, http://www.woodhornnarrowgaugerailway.weebly.com) is/are on my list of links to remove and probably shouldn't be included in Wikipedia.If you were trying to insert an external link that does comply with our policies and guidelines, then please accept my creator's apologies and feel free to undo the bot's revert.  However, if the link does not comply with our policies and guidelines, but your edit included other, constructive, changes to the article, feel free to make those changes again without re-adding the link.  Please read Wikipedia's external links guideline for more information, and consult my . For more information about me, see . Thanks!   If this is a shared IP address, and you didn't make the edit, please ignore this notice.",0.0,1
231,"Okay, good. Then let's take out the two words ""led to"" that I have an issue with. (Meanwhile, the ''Little Annie Fanny'' article that I am focusing on says this too, and I will fix this same problem there.)  ",0.0,1
232,"Like any list of seasons, the question begs to be asked; How far back should we go. JTWC reports go back to 1959, Unisys goes back to 1945, but reliable satellite imagery only goes back to around 1970. I am sort of adopting this as my section of the month (I try and improve a hurricane section each month, I've done stubs, Atlantic hurricane seasons, individual summaries for 1950-1978 seasons), so I will do whatever. I personally vote for 1950; a nice, round date and a good mid-point IMO for 1945 and 1959. ",0.0,1
